trust_exp,runoff_bolsonaro,runoff_haddad,vote_haddad,vote_bolsonaro,runoff_nulo,ideo_place_self,positive_partisanship,negative_partisanship,covid_job,covid_health,covid_government,treat_neutral_bolsonaro,treat_neutral_haddad,treat_negative_bolsonaro,treat_negative_haddad,treat_reaction,treat_emotions,control_neutral_bolsonaro,control_neutral_haddad,control_negative_bolsonaro,control_negative_haddad,income,age,gender,work,education,treat_negative,treatment_haddad,treatment_bolsonaro,negative_bolsonaro,neutral_bolsonaro,negative_haddad,neutral_haddad,anti,petistas,nonpartisans
control,On,Off,Off,Off,Off,-999,Outro,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Very Appropriate,0,0,0,0,“Curtir”,Otimista,1,0,0,0,7,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,0,0,1,0,1,0,0,0,0,0
control,Off,Off,Off,Off,On,4,Nenhum,Todos igualmente,Somewhat Likely,Somewhat unlikely,Somewhat Appropriate,0,0,0,0,"""Ignorar”",Indiferente,0,1,0,0,7,Mais do que 65,Man,Employed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,Off,On,Off,Off,Off,3,Outro,Outro,Very unlikely,Somewhat unlikely,Somewhat Unappropriate,0,0,0,1,"“Retuitar""","Irritado,Enojado,Preocupado",0,0,0,0,5,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Incompleto,1,1,0,0,0,1,0,0,0,1
control,Off,Off,Off,Off,On,0,Nenhum,Todos igualmente,Somewhat unlikely,Somewhat unlikely,Somewhat Unappropriate,0,0,0,0,"""Ignorar”",Indiferente,0,0,1,0,5,Entre 56 e 65,Man,Employed,Segundo Grau/Ensino Médio Completo,1,0,1,1,0,0,0,0,0,1
treatment,Off,Off,Off,Off,On,5,Nenhum,Partido dos Trabalhadores (PT),Somewhat Likely,Somewhat Likely,Somewhat Appropriate,1,0,0,0,"""Ignorar”",Preocupado,0,0,0,0,NA,Entre 56 e 65,Man,Unemployed,Pós-graduação,0,0,1,0,1,0,0,1,0,0
treatment,Off,Off,Off,Off,On,1,Nenhum,Todos igualmente,Somewhat unlikely,Somewhat Likely,Somewhat Unappropriate,0,0,0,1,"""Ignorar”",Estressado,0,0,0,0,5,Entre 56 e 65,Man,Employed,Ensino Superior Completo,1,1,0,0,0,1,0,0,0,1
treatment,Off,Off,Off,Off,On,3,Nenhum,Prefiro não Responder,Very unlikely,Somewhat unlikely,Not Appropriate,0,0,1,0,"""Ignorar”",Indiferente,0,0,0,0,6,Entre 56 e 65,Feminino,Employed,Segundo Grau/Ensino Médio Completo,1,0,1,1,0,0,0,0,0,1
treatment,Off,Off,Off,Off,On,7,Nenhum,Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,1,"""Ignorar”",Preocupado,0,0,0,0,4,Entre 56 e 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Completo,1,1,0,0,0,1,0,1,0,0
treatment,Off,On,Off,Off,Off,1,Prefiro Não Responder,Todos igualmente,Very unlikely,Somewhat Likely,Not Appropriate,0,0,0,1,"“Curtir”,“Responder/Reply”","Irritado,Enojado",0,0,0,0,4,Mais do que 65,Feminino,Unemployed,Ensino Superior Incompleto,1,1,0,0,0,1,0,0,0,1
treatment,Off,On,Off,Off,Off,3,Partido dos Trabalhadores (PT),Partido Social Liberal (PSL),Very unlikely,Somewhat Likely,Not Appropriate,1,0,0,0,“Curtir”,"Enojado,Preocupado",0,0,0,0,4,Mais do que 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,0,1,0
treatment,On,Off,Off,Off,Off,3,Outro,Partido dos Trabalhadores (PT),Very Likely,Somewhat unlikely,Somewhat Appropriate,0,1,0,0,"""Ignorar”",Irritado,0,0,0,0,6,Entre 56 e 65,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,0
control,On,Off,Off,On,Off,7,Nenhum,Partido dos Trabalhadores (PT),Somewhat Likely,Very Likely,Very Appropriate,0,0,0,0,"""Ignorar”",Irritado,0,0,0,1,6,Entre 56 e 65,Man,Employed,Pós-graduação,1,1,0,0,0,1,0,1,0,0
treatment,Off,Off,Off,Off,On,6,Outro,Partido Progressista (PP),Very unlikely,Somewhat Likely,Somewhat Appropriate,0,0,1,0,"""Ignorar”",Indiferente,0,0,0,0,5,Entre 56 e 65,Man,Employed,Pós-graduação,1,0,1,1,0,0,0,0,0,1
treatment,On,Off,Off,On,Off,7,Outro,Partido dos Trabalhadores (PT),Very Likely,Somewhat Likely,Very Appropriate,0,0,0,1,"""Ignorar”","Irritado,Enojado",0,0,0,0,6,Mais do que 65,Man,Employed,Pós-graduação,1,1,0,0,0,1,0,0,0,0
treatment,Off,Off,Off,Off,On,-999,Nenhum,Não sei,Very unlikely,Somewhat unlikely,Not Appropriate,0,1,0,0,“Curtir”,Preocupado,0,0,0,0,6,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,0,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Very Likely,Very Appropriate,0,0,1,0,"""Ignorar”",Enojado,0,0,0,0,3,Mais do que 65,Man,Unemployed,Ensino Superior Incompleto,1,0,1,1,0,0,0,1,0,0
treatment,On,Off,Off,Off,Off,-999,Outro,Partido dos Trabalhadores (PT),Somewhat unlikely,Very Likely,Somewhat Unappropriate,0,1,0,0,"“Retuitar""",Otimista,0,0,0,0,6,Mais do que 65,Man,Unemployed,Pós-graduação,0,1,0,0,0,0,1,0,0,0
control,Off,Off,Off,Off,On,6,Prefiro Não Responder,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,0,"""Ignorar”",Indiferente,0,1,0,0,6,Entre 56 e 65,Feminino,Unemployed,Pós-graduação,0,1,0,0,0,0,1,1,0,0
treatment,Off,Off,Off,Off,On,4,Nenhum,Prefiro não Responder,Very unlikely,Somewhat Likely,Somewhat Unappropriate,0,1,0,0,"""Ignorar”",Preocupado,0,0,0,0,4,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,0,1,0,0,0,0,1,0,0,1
control,Off,Off,Off,Off,On,5,Não Sei,Não sei,Very unlikely,Very unlikely,Not Appropriate,0,0,0,0,“Responder/Reply”,Preocupado,0,1,0,0,4,Entre 56 e 65,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,9,Prefiro Não Responder,Todos igualmente,Very unlikely,Somewhat unlikely,Somewhat Unappropriate,1,0,0,0,“Curtir”,Preocupado,0,0,0,0,3,Mais do que 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,0,0,1
control,Off,Off,Off,Off,On,1,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Not Appropriate,0,0,0,0,"""Ignorar”",Indiferente,0,1,0,0,5,Mais do que 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Completo,0,1,0,0,0,0,1,1,0,0
treatment,On,Off,Off,On,Off,10,Nenhum,Partido Trabalhista Brasileiro (PTB),Somewhat unlikely,Somewhat unlikely,Somewhat Appropriate,1,0,0,0,“Curtir”,Otimista,0,0,0,0,7,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Incompleto,0,0,1,0,1,0,0,0,0,1
treatment,Off,Off,Off,Off,On,-999,Nenhum,Todos igualmente,Very unlikely,Somewhat unlikely,Not Appropriate,1,0,0,0,"""Ignorar”",Indiferente,0,0,0,0,2,Mais do que 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Incompleto,0,0,1,0,1,0,0,0,0,1
control,On,Off,Off,Off,Off,0,Prefiro Não Responder,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,0,"""Ignorar”",Indiferente,1,0,0,0,8,Mais do que 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Incompleto,0,0,1,0,1,0,0,1,0,0
treatment,On,Off,Off,Off,Off,5,Nenhum,Partido dos Trabalhadores (PT),Somewhat Likely,Somewhat Likely,Not Appropriate,0,0,1,0,"""Ignorar”",Preocupado,0,0,0,0,3,Mais do que 65,Man,Unemployed,Ensino Superior Completo,1,0,1,1,0,0,0,1,0,0
treatment,Off,On,Off,Off,Off,-999,Nenhum,Todos igualmente,Very unlikely,Somewhat unlikely,Not Appropriate,1,0,0,0,"""Ignorar”",Enojado,0,0,0,0,2,Entre 46 e 55,Man,Employed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,0,0,1
control,Off,Off,Off,Off,On,1,Partido da Social Democracia (PSDB),Partido Social Liberal (PSL),Very unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,0,"""Ignorar”",Triste,0,0,0,1,9,Mais do que 65,Man,Unemployed,Pós-graduação,1,1,0,0,0,1,0,0,0,1
control,Off,On,Off,Off,Off,10,Prefiro Não Responder,Partido da Social Democracia (PSDB),Very unlikely,Somewhat unlikely,Not Appropriate,0,0,0,0,"“Retuitar""",Triste,0,1,0,0,7,Mais do que 65,Feminino,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
control,Off,On,Off,Off,Off,4,Partido da Social Democracia (PSDB),Partido Social Liberal (PSL),Somewhat unlikely,Somewhat Likely,Not Appropriate,0,0,0,0,"“Retuitar""",Preocupado,1,0,0,0,8,Entre 56 e 65,Man,Unemployed,Pós-graduação,0,0,1,0,1,0,0,0,0,1
treatment,Off,Off,Off,Off,On,5,Nenhum,Partido Social Liberal (PSL),Very unlikely,Very unlikely,Not Appropriate,0,1,0,0,“Curtir”,Irritado,0,0,0,0,5,Entre 56 e 65,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,7,Nenhum,Todos igualmente,Very unlikely,Somewhat Likely,Somewhat Appropriate,0,1,0,0,"""Ignorar”",Indiferente,0,0,0,0,9,Mais do que 65,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,Off,Off,1,Nenhum,Partido da Social Democracia (PSDB),Somewhat unlikely,Somewhat unlikely,Somewhat Unappropriate,0,0,1,0,“Curtir”,Triste,0,0,0,0,7,Entre 56 e 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Incompleto,1,0,1,1,0,0,0,0,0,1
treatment,Off,On,On,Off,Off,6,Prefiro Não Responder,Prefiro não Responder,Somewhat Likely,Somewhat Likely,Very Appropriate,1,0,0,0,“Curtir”,Preocupado,0,0,0,0,5,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,0,0,1
treatment,On,Off,Off,On,Off,5,Nenhum,Todos igualmente,Very unlikely,Somewhat Likely,Somewhat Unappropriate,0,1,0,0,"""Ignorar”",Indiferente,0,0,0,0,5,Mais do que 65,Man,Employed,Segundo Grau/Ensino Médio Completo,0,1,0,0,0,0,1,0,0,1
control,Off,Off,Off,Off,On,4,Nenhum,Todos igualmente,Very unlikely,Very unlikely,Somewhat Unappropriate,0,0,0,0,“Curtir”,Preocupado,0,1,0,0,6,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,5,Prefiro Não Responder,Prefiro não Responder,Very unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,1,"""Ignorar”",Indiferente,0,0,0,0,2,Mais do que 65,Man,Unemployed,Ensino Superior Incompleto,1,1,0,0,0,1,0,0,0,1
treatment,Off,Off,Off,Off,On,5,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Somewhat Appropriate,0,1,0,0,"""Ignorar”",Indiferente,0,0,0,0,4,Mais do que 65,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,1,0,0
control,On,Off,Off,On,Off,9,Partido Progressista (PP),Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Not Appropriate,0,0,0,0,“Curtir”,Indiferente,0,1,0,0,7,Entre 56 e 65,Feminino,Employed,Ensino Superior Incompleto,0,1,0,0,0,0,1,0,0,0
treatment,On,Off,Off,On,Off,10,Nenhum,Partido dos Trabalhadores (PT),Very Likely,Somewhat unlikely,Somewhat Appropriate,1,0,0,0,“Responder/Reply”,Preocupado,0,0,0,0,2,Entre 56 e 65,Man,Employed,Pós-graduação,0,0,1,0,1,0,0,1,0,0
control,On,Off,Off,Off,Off,7,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Not Appropriate,0,0,0,0,"""Ignorar”",Preocupado,0,0,0,1,7,Entre 56 e 65,Man,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,1,0,0
treatment,Off,On,Off,Off,Off,3,Outro,Partido Social Liberal (PSL),Very unlikely,Somewhat Likely,Not Appropriate,0,1,0,0,"“Curtir”,“Retuitar""",Preocupado,0,0,0,0,7,Mais do que 65,Man,Unemployed,Pós-graduação,0,1,0,0,0,0,1,0,0,1
treatment,Off,Off,Off,Off,On,5,Nenhum,Todos igualmente,Very unlikely,Very Likely,Not Appropriate,0,0,0,1,"""Ignorar”",Enojado,0,0,0,0,6,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,0,0,1
treatment,On,Off,Off,Off,Off,9,Nenhum,Partido dos Trabalhadores (PT),Somewhat unlikely,Very unlikely,Somewhat Unappropriate,0,0,1,0,"""Ignorar”",Preocupado,0,0,0,0,9,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,1,0,1,1,0,0,0,1,0,0
treatment,Off,Off,Off,Off,On,10,Não Sei,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Not Appropriate,1,0,0,0,“Curtir”,Enojado,0,0,0,0,3,Mais do que 65,Feminino,Unemployed,Ensino Superior Completo,0,0,1,0,1,0,0,0,0,0
control,Off,Off,Off,Off,On,2,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Somewhat Unappropriate,0,0,0,0,“Responder/Reply”,Preocupado,0,0,0,1,6,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,1,0,0
control,Off,Off,Off,Off,On,8,Nenhum,Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat Likely,Not Appropriate,0,0,0,0,"""Ignorar”","Irritado,Estressado,Triste,Preocupado",0,0,1,0,9,Mais do que 65,Man,Employed,Ensino Superior Completo,1,0,1,1,0,0,0,1,0,0
treatment,Off,Off,Off,Off,On,4,Nenhum,Todos igualmente,Very unlikely,Somewhat unlikely,Not Appropriate,0,0,0,1,"""Ignorar”",Enojado,0,0,0,0,9,Entre 56 e 65,Feminino,Employed,Pós-graduação,1,1,0,0,0,1,0,0,0,1
treatment,On,Off,Off,Off,Off,7,Nenhum,Outro,Very unlikely,Somewhat unlikely,Somewhat Unappropriate,0,0,0,1,"""Ignorar”",Triste,0,0,0,0,8,Mais do que 65,Man,Unemployed,Pós-graduação,1,1,0,0,0,1,0,0,0,1
treatment,Off,On,On,Off,Off,5,Partido dos Trabalhadores (PT),Partido Social Liberal (PSL),Very unlikely,Somewhat unlikely,Not Appropriate,1,0,0,0,“Responder/Reply”,Preocupado,0,0,0,0,8,Entre 46 e 55,Feminino,Unemployed,Ensino Superior Completo,0,0,1,0,1,0,0,0,1,0
control,Off,Off,Off,Off,On,3,Partido da Social Democracia (PSDB),Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,0,"""Ignorar”",Indiferente,0,0,1,0,4,Mais do que 65,Man,Employed,Ensino Superior Incompleto,1,0,1,1,0,0,0,0,0,0
treatment,On,Off,Off,On,Off,4,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Somewhat Unappropriate,1,0,0,0,"""Ignorar”",Enojado,0,0,0,0,NA,Mais do que 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,1,0,0
treatment,On,Off,Off,Off,Off,5,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Somewhat Unappropriate,0,0,0,1,"""Ignorar”",Preocupado,0,0,0,0,6,Mais do que 65,Feminino,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,1,0,0
treatment,Off,Off,Off,Off,On,-999,Nenhum,Não sei,Very unlikely,Somewhat Likely,Somewhat Unappropriate,0,0,0,1,“Responder/Reply”,"Triste,Preocupado",0,0,0,0,NA,Entre 56 e 65,Feminino,Employed,Pós-graduação,1,1,0,0,0,1,0,0,0,1
control,Off,Off,Off,Off,On,7,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Not Appropriate,0,0,0,0,"""Ignorar”",Indiferente,0,0,0,1,4,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,1,1,0,0,0,1,0,1,0,0
treatment,On,Off,Off,On,Off,8,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Somewhat Appropriate,1,0,0,0,"""Ignorar”",Enojado,0,0,0,0,5,Mais do que 65,Man,Unemployed,Ensino Superior Completo,0,0,1,0,1,0,0,1,0,0
treatment,On,Off,Off,Off,Off,2,Nenhum,Todos igualmente,Very Likely,Very unlikely,Very Appropriate,0,1,0,0,"""Ignorar”",Indiferente,0,0,0,0,6,Entre 46 e 55,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,10,Partido da Social Democracia (PSDB),Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat unlikely,Somewhat Appropriate,1,0,0,0,“Curtir”,Indiferente,0,0,0,0,NA,Entre 46 e 55,Man,Unemployed,Pós-graduação,0,0,1,0,1,0,0,0,0,0
control,Off,Off,Off,Off,On,5,Nenhum,Todos igualmente,Somewhat unlikely,Somewhat unlikely,Somewhat Appropriate,0,0,0,0,“Curtir”,Indiferente,1,0,0,0,5,Entre 56 e 65,Feminino,Employed,Primário Completo,0,0,1,0,1,0,0,0,0,1
control,Off,Off,Off,Off,On,6,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Very unlikely,Somewhat Unappropriate,0,0,0,0,"""Ignorar”",Triste,0,0,0,1,4,Mais do que 65,Man,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,1,0,0
treatment,Off,Off,Off,Off,On,3,Nenhum,Todos igualmente,Somewhat unlikely,Somewhat Likely,Not Appropriate,0,1,0,0,“Curtir”,Indiferente,0,0,0,0,6,Mais do que 65,Feminino,Employed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,6,Prefiro Não Responder,Prefiro não Responder,Very unlikely,Somewhat unlikely,Somewhat Unappropriate,0,0,0,1,"""Ignorar”",Preocupado,0,0,0,0,4,Entre 56 e 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Incompleto,1,1,0,0,0,1,0,0,0,1
control,Off,Off,Off,Off,On,5,Nenhum,Todos igualmente,Very unlikely,Somewhat Likely,Somewhat Unappropriate,0,0,0,0,"""Ignorar”","Triste,Preocupado",0,0,1,0,1,Entre 56 e 65,Feminino,Employed,Segundo Grau/Ensino Médio Completo,1,0,1,1,0,0,0,0,0,1
treatment,Off,Off,Off,Off,On,10,Nenhum,Todos igualmente,Somewhat Likely,Very unlikely,Not Appropriate,0,0,0,1,"""Ignorar”",Preocupado,0,0,0,0,1,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Incompleto,1,1,0,0,0,1,0,0,0,1
treatment,On,Off,Off,On,Off,9,Prefiro Não Responder,Partido dos Trabalhadores (PT),Very Likely,Somewhat Likely,Not Appropriate,0,0,0,1,"""Ignorar”",Preocupado,0,0,0,0,5,Mais do que 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,1,1,0,0,0,1,0,1,0,0
treatment,Off,On,On,Off,Off,7,Partido dos Trabalhadores (PT),Partido Social Liberal (PSL),Somewhat unlikely,Somewhat Likely,Very Appropriate,0,0,0,1,"“Curtir”,“Retuitar""","Enojado,Triste,Preocupado",0,0,0,0,6,Entre 56 e 65,Man,Employed,Segundo Grau/Ensino Médio Completo,1,1,0,0,0,1,0,0,1,0
treatment,Off,Off,Off,Off,On,8,Nenhum,Todos igualmente,Very unlikely,Somewhat Likely,Not Appropriate,0,0,0,1,"“Retuitar""",Preocupado,0,0,0,0,5,Mais do que 65,Man,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,0,0,1
treatment,Off,On,On,Off,Off,0,Partido dos Trabalhadores (PT),Movimento Democrático Brasileiro (MDB),Very unlikely,Somewhat Likely,Not Appropriate,0,0,1,0,"""Ignorar”",Enojado,0,0,0,0,NA,Entre 56 e 65,Man,Employed,Pós-graduação,1,0,1,1,0,0,0,0,1,0
control,Off,Off,Off,Off,On,8,Nenhum,Partido dos Trabalhadores (PT),Somewhat Likely,Somewhat unlikely,Not Appropriate,0,0,0,0,“Curtir”,Preocupado,0,1,0,0,6,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Incompleto,0,1,0,0,0,0,1,1,0,0
treatment,On,Off,Off,On,Off,0,Prefiro Não Responder,Partido dos Trabalhadores (PT),Very unlikely,Very unlikely,Somewhat Unappropriate,0,0,1,0,"""Ignorar”",Indiferente,0,0,0,0,4,Mais do que 65,Feminino,Unemployed,Ensino Superior Completo,1,0,1,1,0,0,0,1,0,0
control,Off,On,Off,Off,Off,5,Nenhum,Todos igualmente,Very unlikely,Very unlikely,Not Appropriate,0,0,0,0,"""Ignorar”",Triste,1,0,0,0,3,Entre 56 e 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,0,0,1
treatment,Off,On,On,Off,Off,0,Partido dos Trabalhadores (PT),Partido Social Liberal (PSL),Very unlikely,Very Likely,Somewhat Unappropriate,0,1,0,0,“Curtir”,Otimista,0,0,0,0,8,Mais do que 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Completo,0,1,0,0,0,0,1,0,1,0
treatment,On,Off,Off,On,Off,10,Partido Social Liberal (PSL),Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat Likely,Somewhat Appropriate,0,0,1,0,“Curtir”,Preocupado,0,0,0,0,7,Entre 56 e 65,Man,Employed,Ensino Superior Incompleto,1,0,1,1,0,0,0,0,0,0
control,On,Off,Off,On,Off,6,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Very Appropriate,0,0,0,0,“Curtir”,Preocupado,0,0,0,1,5,Entre 56 e 65,Feminino,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,1,0,0
treatment,On,Off,Off,On,Off,10,Partido Social Liberal (PSL),Partido dos Trabalhadores (PT),Very unlikely,Very unlikely,Somewhat Unappropriate,0,1,0,0,“Curtir”,Indiferente,0,0,0,0,7,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,0,1,0,0,0,0,1,0,0,0
treatment,On,Off,Off,Off,Off,10,Nenhum,Partido dos Trabalhadores (PT),Very Likely,Somewhat Likely,Not Appropriate,0,0,1,0,"“Retuitar""",Irritado,0,0,0,0,6,Entre 56 e 65,Man,Unemployed,Ensino Superior Incompleto,1,0,1,1,0,0,0,1,0,0
treatment,Off,On,Off,Off,Off,9,Partido da Social Democracia (PSDB),Partido Social Liberal (PSL),Very unlikely,Somewhat Likely,Not Appropriate,0,1,0,0,"""Ignorar”",Irritado,0,0,0,0,5,Mais do que 65,Feminino,Employed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,1
treatment,On,Off,Off,On,Off,10,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Very Appropriate,0,0,0,1,"""Ignorar”",Irritado,0,0,0,0,6,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Completo,1,1,0,0,0,1,0,1,0,0
control,Off,On,On,Off,Off,1,Outro,Partido Social Liberal (PSL),Somewhat unlikely,Somewhat Likely,Not Appropriate,0,0,0,0,-999,-999,0,0,0,1,9,Entre 56 e 65,Feminino,Unemployed,Primário Completo,1,1,0,0,0,1,0,0,0,1
treatment,Off,On,On,Off,Off,5,Partido dos Trabalhadores (PT),Não sei,Very Likely,Somewhat Likely,Somewhat Unappropriate,0,0,1,0,"""Ignorar”",Preocupado,0,0,0,0,3,Entre 56 e 65,Feminino,Unemployed,Primário Completo,1,0,1,1,0,0,0,0,1,0
control,Off,On,Off,Off,Off,10,Partido dos Trabalhadores (PT),Todos igualmente,Very unlikely,Very unlikely,Not Appropriate,0,0,0,0,"""Ignorar”",Indiferente,0,0,1,0,5,Mais do que 65,Man,Unemployed,Ensino Superior Incompleto,1,0,1,1,0,0,0,0,1,0
treatment,On,Off,Off,On,Off,6,Partido Social Liberal (PSL),Partido dos Trabalhadores (PT),Very Likely,Somewhat Likely,Very Appropriate,0,1,0,0,“Responder/Reply”,Preocupado,0,0,0,0,4,Mais do que 65,Man,Unemployed,Ensino Superior Completo,0,1,0,0,0,0,1,0,0,0
treatment,Off,Off,Off,Off,On,8,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Very unlikely,Somewhat Appropriate,0,0,0,1,“Responder/Reply”,Enojado,0,0,0,0,7,Mais do que 65,Man,Unemployed,Ensino Superior Completo,1,1,0,0,0,1,0,1,0,0
control,On,Off,Off,On,Off,0,Nenhum,Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Very Appropriate,0,0,0,0,"""Ignorar”",Preocupado,0,0,1,0,3,Mais do que 65,Man,Unemployed,Ensino Superior Incompleto,1,0,1,1,0,0,0,1,0,0
treatment,On,Off,Off,On,Off,5,Outro,Partido dos Trabalhadores (PT),Very unlikely,Somewhat Likely,Somewhat Appropriate,0,0,1,0,"""Ignorar”",Otimista,0,0,0,0,7,Entre 56 e 65,Man,Unemployed,Ensino Superior Completo,1,0,1,1,0,0,0,0,0,0
treatment,Off,Off,Off,Off,On,4,Partido da Social Democracia (PSDB),Partido dos Trabalhadores (PT),Very unlikely,Somewhat unlikely,Not Appropriate,1,0,0,0,“Curtir”,Indiferente,0,0,0,0,8,Mais do que 65,Man,Unemployed,Pós-graduação,0,0,1,0,1,0,0,0,0,0
treatment,Off,Off,Off,Off,On,10,Nenhum,Partido Liberal (PL),Very Likely,Somewhat Likely,Not Appropriate,0,0,0,1,“Curtir”,"Enojado,Preocupado",0,0,0,0,4,Entre 56 e 65,Feminino,Employed,Ensino Superior Completo,1,1,0,0,0,1,0,0,0,1
treatment,Off,Off,Off,Off,On,7,Partido da Social Democracia (PSDB),Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat unlikely,Somewhat Unappropriate,1,0,0,0,"""Ignorar”",Indiferente,0,0,0,0,8,Mais do que 65,Man,Employed,Pós-graduação,0,0,1,0,1,0,0,0,0,0
control,On,Off,Off,Off,Off,6,Nenhum,Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat unlikely,Not Appropriate,0,0,0,0,"""Ignorar”",Preocupado,1,0,0,0,4,Entre 56 e 65,Feminino,Unemployed,Segundo Grau/Ensino Médio Completo,0,0,1,0,1,0,0,1,0,0
treatment,On,Off,Off,On,Off,0,Partido Social Liberal (PSL),Partido dos Trabalhadores (PT),Somewhat unlikely,Somewhat Likely,Somewhat Appropriate,0,1,0,0,“Curtir”,Otimista,0,0,0,0,1,Entre 56 e 65,Man,Unemployed,Segundo Grau/Ensino Médio Incompleto,0,1,0,0,0,0,1,0,0,0
